halo_id,snapshot,z,mass,descendant_id
3517,0,6.0,6271505.668995058,1726.0
3518,0,6.0,14058664475.352486,1727.0
3519,0,6.0,15147367377.548601,1728.0
3520,0,6.0,2645340701.3125334,1729.0
3521,0,6.0,12812791849.258991,1729.0
3522,0,6.0,94145944.5794332,1730.0
3523,0,6.0,482162034.5798025,1730.0
3524,0,6.0,322884235.658901,1730.0
3525,0,6.0,6895072589.983728,1731.0
3526,0,6.0,7087638578.720772,1731.0
3527,0,6.0,5903094657.057676,1731.0
3528,0,6.0,7073447173.328105,1732.0
3529,0,6.0,125035925.37521888,1732.0
3530,0,6.0,921911147.6185198,1732.0
3531,0,6.0,62229395.03521901,1733.0
3532,0,6.0,2318902270.0360537,1733.0
3533,0,6.0,2355292447.687728,1733.0
3534,0,6.0,5296780410.553399,1734.0
3535,0,6.0,6681788298.455205,1734.0
3536,0,6.0,348394737.23767483,1734.0
3537,0,6.0,505710834.9397808,1735.0
3538,0,6.0,1847091505.4949453,1735.0
3539,0,6.0,40192861.5647635,1736.0
3540,0,6.0,196954659.99620196,1736.0
3541,0,6.0,876514913.4309627,1737.0
3542,0,6.0,4927401.881977294,1738.0
3543,0,6.0,137182499.51922145,1738.0
3544,0,6.0,34127804.451079376,1738.0
3545,0,6.0,302466370.65694815,1739.0
3546,0,6.0,39383559.177422784,1739.0
3547,0,6.0,152664960.92704913,1740.0
3548,0,6.0,61682580.366793215,1740.0
3549,0,6.0,25210477.053494327,1740.0
3550,0,6.0,4988513743.608885,1741.0
3551,0,6.0,178910383.86958534,1742.0
3552,0,6.0,215482857.3596809,1742.0
3553,0,6.0,402279219.94428664,1743.0
3554,0,6.0,760185057.2465045,1743.0
3555,0,6.0,1639569932.2528677,1744.0
3556,0,6.0,13063483599.633276,1745.0
3557,0,6.0,8727756697.485918,1746.0
3558,0,6.0,2656967166.033873,1746.0
3559,0,6.0,2494139858.718427,1746.0
3560,0,6.0,189967583.96594477,1747.0
3561,0,6.0,59004269.71236272,1747.0
3562,0,6.0,47418364.12004762,1747.0
3563,0,6.0,123675748.117595,1748.0
3564,0,6.0,80881131.33384497,1748.0
3565,0,6.0,3812061.68866322,1749.0
3566,0,6.0,3327413.054221185,1750.0
3567,0,6.0,2776192.321946871,1750.0
3568,0,6.0,69135.83321697066,1750.0
3569,0,6.0,330069027.03308517,1751.0
3570,0,6.0,51534987.897228315,1752.0
3571,0,6.0,1930243.9856583665,1752.0
3572,0,6.0,1133255.797820974,1752.0
3573,0,6.0,191032754.6695992,1753.0
3574,0,6.0,257271640.4878858,1753.0
3575,0,6.0,45267721.097603224,1754.0
3576,0,6.0,40972741.83569519,1755.0
3577,0,6.0,30513905.17208916,1755.0
3578,0,6.0,35563772.38465563,1756.0
3579,0,6.0,38436822.542369924,1756.0
3580,0,6.0,14525816.530254178,1756.0
3581,0,6.0,79344666.3295419,1757.0
3582,0,6.0,324821.4544944564,1758.0
3583,0,6.0,1583941.232037257,1758.0
3584,0,6.0,97490.44635917546,1758.0
3585,0,6.0,25432507.94415137,1759.0
3586,0,6.0,148585323.40244955,1759.0
3587,0,6.0,989005.9093235037,1760.0
3588,0,6.0,1385439.830214967,1760.0
3589,0,6.0,3218744.449787131,1760.0
3590,0,6.0,1518786577.0356083,1761.0
3591,0,6.0,673468693.5587307,1762.0
3592,0,6.0,1107272062.305758,1763.0
3593,0,6.0,1147013787.5375066,1763.0
3594,0,6.0,2362747995.9937987,1763.0
3595,0,6.0,650658519.7500516,1764.0
3596,0,6.0,1774934017.19797,1765.0
3597,0,6.0,4145221934.9881063,1765.0
3598,0,6.0,33812505.17380429,1765.0
3599,0,6.0,42006799.19849817,1766.0
3600,0,6.0,147768992.1287441,1766.0
3601,0,6.0,372254492.0942905,1767.0
3602,0,6.0,320630149.8832746,1767.0
3603,0,6.0,71554383.58055975,1767.0
3604,0,6.0,1665024194.9518278,1768.0
3605,0,6.0,183289432.2573758,1769.0
3606,0,6.0,71750598.14778163,1769.0
3607,0,6.0,440372985.98317385,1769.0
3608,0,6.0,848937806.3573081,1770.0
3609,0,6.0,204564063.7159932,1771.0
3610,0,6.0,909479990.7385931,1771.0
3611,0,6.0,219990970.5281012,1771.0
3612,0,6.0,17163676.82254111,1772.0
3613,0,6.0,7302475.49402062,1772.0
3614,0,6.0,36121972.13314241,1772.0
3615,0,6.0,103877330.73746137,1773.0
3616,0,6.0,1340963788.9623075,1774.0
3617,0,6.0,497133499.6084073,1774.0
3618,0,6.0,49285169.33729464,1775.0
3619,0,6.0,32191751.477312222,1775.0
3620,0,6.0,103525150.20039071,1775.0
3621,0,6.0,22650773.29574738,1776.0
3622,0,6.0,18120878.77184147,1776.0
3623,0,6.0,56028802.90798751,1776.0
3624,0,6.0,835049.6749690829,1777.0
3625,0,6.0,6627809.106085405,1777.0
3626,0,6.0,265303461.47873446,1778.0
3627,0,6.0,90583379.75695291,1778.0
3628,0,6.0,58012894.58905503,1778.0
3629,0,6.0,610951949.3154348,1779.0
3630,0,6.0,840609860.7012222,1779.0
3631,0,6.0,8003477.24620875,1780.0
3632,0,6.0,2782416706.4502573,1781.0
3633,0,6.0,98735900.59282865,1782.0
3634,0,6.0,26074940.6745755,1782.0
3635,0,6.0,886379470.3590344,1782.0
3636,0,6.0,4678591294.91483,1783.0
3637,0,6.0,1077126720.0437074,1784.0
3638,0,6.0,2181811967.9799194,1785.0
3639,0,6.0,326522543.9538267,1786.0
3640,0,6.0,209367384.79235035,1787.0
3641,0,6.0,131731572.30117385,1787.0
3642,0,6.0,564371637.0715277,1787.0
3643,0,6.0,1335184335.8523521,1788.0
3644,0,6.0,952946821.4404539,1789.0
3645,0,6.0,1065874897.3955239,1789.0
3646,0,6.0,37358993.31738222,1789.0
3647,0,6.0,1004770281.7133638,1790.0
3648,0,6.0,14676033.702738883,1790.0
3649,0,6.0,494271863.53139883,1791.0
3650,0,6.0,75151227.95673308,1792.0
3651,0,6.0,124098766.34882277,1792.0
3652,0,6.0,1592339826.4936137,1793.0
3653,0,6.0,3962945862.591349,1793.0
3654,0,6.0,420288681.125139,1793.0
3655,0,6.0,2338250370.048081,1794.0
3656,0,6.0,2754748024.178935,1794.0
3657,0,6.0,1359314793.4618301,1795.0
3658,0,6.0,2106147796.511481,1796.0
3659,0,6.0,2660033583.4608235,1796.0
3660,0,6.0,35215221.33503896,1797.0
3661,0,6.0,413674052.3224439,1797.0
3662,0,6.0,3054347062.0281916,1798.0
3663,0,6.0,64654620.99907219,1799.0
3664,0,6.0,30617058.29407203,1799.0
3665,0,6.0,659705941.8177578,1799.0
3666,0,6.0,1120761263.9813313,1800.0
3667,0,6.0,2169781465.3041162,1800.0
3668,0,6.0,6678086442.086335,1801.0
3669,0,6.0,94418896.1527425,1802.0
3670,0,6.0,973320823.294351,1802.0
3671,0,6.0,633105700.2262626,1803.0
3672,0,6.0,1028731558.7384222,1803.0
3673,0,6.0,865129727.1022775,1804.0
3674,0,6.0,1202871712.4772341,1804.0
3675,0,6.0,24774214733.528645,1805.0
3676,0,6.0,14482065309.291077,1806.0
3677,0,6.0,4406880211.781991,1807.0
3678,0,6.0,6254376847.963839,1807.0
3679,0,6.0,5713174586.392817,1807.0
3680,0,6.0,7312580434.993463,1808.0
3681,0,6.0,2949884031.597593,1809.0
3682,0,6.0,7506543877.996593,1810.0
3683,0,6.0,5620754992.73523,1811.0
3684,0,6.0,2850504153.442046,1811.0
3685,0,6.0,11613859467.847939,1811.0
3686,0,6.0,1939842344.1219466,1812.0
3687,0,6.0,1169673636.0748863,1812.0
3688,0,6.0,3925923640.873229,1812.0
3689,0,6.0,3100897041.3864737,1813.0
3690,0,6.0,298495732.98055637,1813.0
3691,0,6.0,21461455.691982996,1814.0
3692,0,6.0,21799927.16643476,1814.0
3693,0,6.0,11873592.779015591,1814.0
3694,0,6.0,1746697861.4351583,1815.0
3695,0,6.0,3445131528.7757726,1815.0
3696,0,6.0,737788351.6652782,1815.0
3697,0,6.0,100647884.36632778,1816.0
3698,0,6.0,624095105.0045431,1817.0
3699,0,6.0,74691457.54535581,1818.0
3700,0,6.0,211065117.8206478,1818.0
3701,0,6.0,79705721.56702334,1818.0
3702,0,6.0,4039791382.7706876,1819.0
3703,0,6.0,834166438.5995485,1819.0
3704,0,6.0,9177449330.551254,1820.0
3705,0,6.0,2607524736.7803683,1820.0
3706,0,6.0,4524901.385149454,1821.0
3707,0,6.0,1427612.431671235,1821.0
3708,0,6.0,123693658.00978722,1822.0
3709,0,6.0,29236598.817653745,1822.0
3710,0,6.0,36534522.34162039,1822.0
3711,0,6.0,33501113.952354595,1823.0
3712,0,6.0,37884873.506811306,1824.0
3713,0,6.0,2287502.275646412,1825.0
3714,0,6.0,32729828.011296496,1825.0
3715,0,6.0,34005249.28624642,1825.0
3716,0,6.0,6142313810.163162,1826.0
3717,0,6.0,3004368882.7698817,1826.0
3718,0,6.0,250155921.46476558,1827.0
3719,0,6.0,8759794994.14135,1827.0
3720,0,6.0,867347260.7246088,1828.0
3721,0,6.0,585832279.7173418,1828.0
3722,0,6.0,3041085666.776126,1829.0
3723,0,6.0,62160518552.72527,1830.0
3724,0,6.0,2412971364.03087,1831.0
3725,0,6.0,32086071.553992424,1832.0
3726,0,6.0,5449227.293736982,1832.0
3727,0,6.0,27321692.61891219,1832.0
3728,0,6.0,623962210.2518673,1833.0
3729,0,6.0,190779195.41846502,1833.0
3730,0,6.0,460102835.9402689,1834.0
3731,0,6.0,35557821.86179424,1834.0
3732,0,6.0,22609011967.09697,1835.0
3733,0,6.0,9701367814.71086,1835.0
3734,0,6.0,117405580.70393118,1836.0
3735,0,6.0,2718985855.8026986,1836.0
3736,0,6.0,3319920429.548366,1836.0
3737,0,6.0,1168760752.3724592,1837.0
3738,0,6.0,48760724671.97355,1838.0
3739,0,6.0,32590208656.281593,1838.0
3740,0,6.0,6986661118.614518,1839.0
3741,0,6.0,3031943820.1897736,1839.0
3742,0,6.0,5462676578.09227,1840.0
3743,0,6.0,1010308176.1163434,1841.0
3744,0,6.0,1657640479.7883363,1841.0
3745,0,6.0,21308958711.803642,1842.0
3746,0,6.0,5626787141.951976,1842.0
3747,0,6.0,34084654.09570672,1843.0
3748,0,6.0,83481194.91501544,1843.0
3749,0,6.0,134198665.25573868,1843.0
3750,0,6.0,168632341.90492994,1844.0
3751,0,6.0,4873774.892409814,1845.0
3752,0,6.0,194168512.75347742,1845.0
3753,0,6.0,455885909.8450408,1846.0
3754,0,6.0,3781325880.7076464,1846.0
3755,0,6.0,1662986424.8113449,1847.0
3756,0,6.0,3725363994.078189,1847.0
3757,0,6.0,8503868462.924383,1848.0
3758,0,6.0,12162458733.119476,1849.0
3759,0,6.0,4555081.089737608,1850.0
3760,0,6.0,164316598.91056246,1850.0
3761,0,6.0,46250864.18952846,1850.0
3762,0,6.0,16406050780.454239,1851.0
3763,0,6.0,1088634818.578867,1851.0
3764,0,6.0,1778281305.6074622,1852.0
3765,0,6.0,800980795.6273869,1853.0
3766,0,6.0,551639296.7402172,1853.0
3767,0,6.0,44786543.27771127,1854.0
3768,0,6.0,30442167.50301389,1855.0
3769,0,6.0,9500351.166192072,1855.0
3770,0,6.0,70897350.3624838,1856.0
3771,0,6.0,28791349.91912127,1856.0
3772,0,6.0,477229337.57464844,1857.0
3773,0,6.0,67824008.52697344,1858.0
3774,0,6.0,50043354.064673916,1859.0
3775,0,6.0,5060532.138092509,1859.0
3776,0,6.0,65036355.90568828,1859.0
3777,0,6.0,3854921.768352446,1860.0
3778,0,6.0,22705046.197121743,1860.0
3779,0,6.0,38166649.48261519,1861.0
3780,0,6.0,1081955493.7232502,1861.0
3781,0,6.0,1344851614.5091627,1861.0
3782,0,6.0,9597696.452251142,1862.0
3783,0,6.0,372886753.5077124,1863.0
3784,0,6.0,4848286.086298684,1864.0
3785,0,6.0,1052476.3294951292,1864.0
3786,0,6.0,6113512.566216134,1864.0
3787,0,6.0,4271176.022683567,1865.0
3788,0,6.0,3028674.5594138806,1865.0
3789,0,6.0,38563.73422440215,1865.0
3790,0,6.0,13963740.929491555,1866.0
3791,0,6.0,23997283.947690077,1866.0
3792,0,6.0,478058668.6051481,1867.0
3793,0,6.0,731489657.0022017,1868.0
3794,0,6.0,2068437137.7810092,1869.0
3795,0,6.0,245697992.4143202,1869.0
3796,0,6.0,2291840865.4138293,1870.0
3797,0,6.0,46737980.20409143,1871.0
3798,0,6.0,206942188.4028976,1871.0
3799,0,6.0,116964178.46099794,1872.0
3800,0,6.0,142797854.26854602,1872.0
3801,0,6.0,37270003444.227936,1873.0
3802,0,6.0,92054117.88850899,1874.0
3803,0,6.0,43744999.18759282,1874.0
3804,0,6.0,14697458.22827085,1874.0
3805,0,6.0,160623105.5832109,1875.0
3806,0,6.0,44035567.37525624,1875.0
3807,0,6.0,21961206.49556016,1876.0
3808,0,6.0,63024774.789966814,1876.0
3809,0,6.0,28913434.741160545,1876.0
3810,0,6.0,10506877503.378904,1877.0
3811,0,6.0,4236182095.004325,1878.0
3812,0,6.0,3247341332.2814164,1879.0
3813,0,6.0,295517165.3947078,1879.0
3814,0,6.0,662848810.4588437,1880.0
3815,0,6.0,2331050767.0305333,1881.0
3816,0,6.0,2704024507.44998,1881.0
3817,0,6.0,10077429911.728872,1882.0
3818,0,6.0,161146.90422686836,1883.0
3819,0,6.0,819536433.8676629,1883.0
3820,0,6.0,273616844.43837845,1883.0
3821,0,6.0,683401067.491444,1884.0
3822,0,6.0,2618808765.8014483,1884.0
3823,0,6.0,1941819292.9847257,1885.0
3824,0,6.0,1085500393.7607512,1885.0
3825,0,6.0,6421812869.827307,1886.0
3826,0,6.0,3187162495.8948135,1886.0
3827,0,6.0,1159942124.8313558,1886.0
3828,0,6.0,465093754.79250795,1887.0
3829,0,6.0,10603171.5489934,1887.0
3830,0,6.0,164562258.94808847,1887.0
3831,0,6.0,326574236.7628859,1888.0
3832,0,6.0,42054340.71802789,1889.0
3833,0,6.0,15810021.517181346,1889.0
3834,0,6.0,1654552379.6366625,1890.0
3835,0,6.0,428011924.0842671,1891.0
3836,0,6.0,1132732551.556969,1892.0
3837,0,6.0,45772699.41224481,1893.0
3838,0,6.0,4608580.482265886,1893.0
3839,0,6.0,5552495764.020255,1894.0
3840,0,6.0,477336594.10355926,1895.0
3841,0,6.0,33393422.47950309,1895.0
3842,0,6.0,243104190.9056958,1896.0
3843,0,6.0,195537971.23628783,1896.0
3844,0,6.0,324462443.06044495,1896.0
3845,0,6.0,825719311.3130113,1897.0
3846,0,6.0,9166976.396082688,1898.0
3847,0,6.0,1672174448.7734435,1899.0
3848,0,6.0,160020125.47122148,1900.0
3849,0,6.0,19600906.433345605,1900.0
3850,0,6.0,69428173.91394833,1901.0
3851,0,6.0,803047792.6429899,1901.0
3852,0,6.0,77007704.81917168,1901.0
3853,0,6.0,14004354.917094328,1902.0
3854,0,6.0,99997937.24344502,1902.0
3855,0,6.0,2250529.655050262,1902.0
3856,0,6.0,9522946.194375759,1903.0
3857,0,6.0,5689713.086030749,1903.0
3858,0,6.0,1567090.7284816212,1903.0
3859,0,6.0,114087985.49806245,1904.0
3860,0,6.0,86900870.49248213,1904.0
3861,0,6.0,38033108.06920233,1905.0
3862,0,6.0,51134794.8885441,1905.0
3863,0,6.0,5898.008710097241,1906.0
3864,0,6.0,127693.84400343723,1906.0
3865,0,6.0,8773899.567165382,1907.0
3866,0,6.0,2224110.976197124,1908.0
3867,0,6.0,710980.0723179794,1908.0
3868,0,6.0,4235335.131594801,1909.0
3869,0,6.0,13226423.135034407,1909.0
3870,0,6.0,1959483.7699696773,1909.0
3871,0,6.0,81952055.30105,1910.0
3872,0,6.0,158688039.67487445,1911.0
3873,0,6.0,155092240.07327,1911.0
3874,0,6.0,23591615.790703263,1912.0
3875,0,6.0,35888195.307548776,1912.0
3876,0,6.0,18228598.45261182,1912.0
3877,0,6.0,155993807.21645102,1913.0
3878,0,6.0,77619690.34019233,1914.0
3879,0,6.0,2160671887.4943323,1915.0
3880,0,6.0,742023386.3909686,1916.0
3881,0,6.0,1769753461.5241966,1917.0
3882,0,6.0,1148929119.0370264,1917.0
3883,0,6.0,27658057.166885525,1918.0
3884,0,6.0,5097625.649911695,1918.0
3885,0,6.0,21179078.889626816,1919.0
3886,0,6.0,4025726.956143204,1920.0
3887,0,6.0,1238127.2954089523,1920.0
3888,0,6.0,6110196.339359929,1920.0
3889,0,6.0,1477800374.490811,1921.0
3890,0,6.0,607827949.8178807,1922.0
3891,0,6.0,652928368.4616983,1922.0
3892,0,6.0,121765472.63984722,1923.0
3893,0,6.0,111415078.33727224,1924.0
3894,0,6.0,284644382.7572346,1924.0
3895,0,6.0,36985789.669199295,1924.0
3896,0,6.0,1056539980.8305122,1925.0
3897,0,6.0,813232176.8053993,1925.0
3898,0,6.0,601316027.9388174,1926.0
3899,0,6.0,21570612.307404082,1927.0
3900,0,6.0,20865857.13427587,1927.0
3901,0,6.0,56930574.43259589,1928.0
3902,0,6.0,7026134.237828133,1928.0
3903,0,6.0,334074223.58973396,1929.0
3904,0,6.0,123432872.92636596,1929.0
3905,0,6.0,43754630.410874195,1930.0
3906,0,6.0,342678150.0335651,1930.0
3907,0,6.0,324998339.0459114,1930.0
3908,0,6.0,1036415614.8744411,1931.0
3909,0,6.0,51613335.58159467,1931.0
3910,0,6.0,938274044.2006506,1932.0
3911,0,6.0,1689590798.4330893,1932.0
3912,0,6.0,932696239.1851705,1933.0
3913,0,6.0,2201633726.002217,1933.0
3914,0,6.0,539681820.8050858,1934.0
3915,0,6.0,2765050816.171707,1934.0
3916,0,6.0,1271739931.87464,1934.0
3917,0,6.0,628290352.3044721,1935.0
3918,0,6.0,3745720810.023784,1935.0
3919,0,6.0,281387991.00632364,1935.0
3920,0,6.0,696625697.4130299,1936.0
3921,0,6.0,1750831274.5497959,1936.0
3922,0,6.0,306281572.2174665,1936.0
3923,0,6.0,312679772.61531025,1937.0
3924,0,6.0,339035319.51137966,1937.0
3925,0,6.0,4349138308.174416,1937.0
3926,0,6.0,688356982.5836772,1938.0
3927,0,6.0,1323914658.66197,1938.0
3928,0,6.0,767395142.03891,1938.0
3929,0,6.0,43970955.187964536,1939.0
3930,0,6.0,27637802.81158782,1939.0
3931,0,6.0,168022701.77451235,1939.0
3932,0,6.0,214638950.93162224,1940.0
3933,0,6.0,475904362.88746095,1941.0
3934,0,6.0,378682304.201732,1941.0
3935,0,6.0,259912072.0392215,1941.0
3936,0,6.0,1107812905.0850337,1942.0
3937,0,6.0,407772766.0042422,1942.0
3938,0,6.0,274686671.5057172,1943.0
3939,0,6.0,41540996.089894235,1943.0
3940,0,6.0,2967829094.4162416,1943.0
3941,0,6.0,1939571428.872898,1944.0
3942,0,6.0,553907405.8513713,1944.0
3943,0,6.0,295901457.1715994,1945.0
3944,0,6.0,8187901.545155434,1945.0
3945,0,6.0,161167915.6777022,1945.0
3946,0,6.0,192728767.74460497,1946.0
3947,0,6.0,640889.7371243336,1947.0
3948,0,6.0,38889643.53420375,1947.0
3949,0,6.0,82418529.23791537,1947.0
3950,0,6.0,8736672.95896176,1948.0
3951,0,6.0,20738593.535695776,1948.0
3952,0,6.0,36135763.73003792,1948.0
3953,0,6.0,5419084.186833458,1949.0
3954,0,6.0,916692652.4366034,1949.0
3955,0,6.0,97368577.39534797,1949.0
3956,0,6.0,1279987406.7228231,1950.0
3957,0,6.0,587222663.1946718,1950.0
3958,0,6.0,24741542.828053955,1950.0
3959,0,6.0,13305395.884215083,1951.0
3960,0,6.0,6370118.094726643,1951.0
3961,0,6.0,20066789.80789949,1951.0
3962,0,6.0,47222185.6351133,1952.0
3963,0,6.0,750089211.1689327,1952.0
3964,0,6.0,303013670.48418826,1952.0
3965,0,6.0,1688656150.1387746,1953.0
3966,0,6.0,1602860173.1142068,1953.0
3967,0,6.0,27538626179.048214,1954.0
3968,0,6.0,5867767721.235501,1955.0
3969,0,6.0,6126345463.025277,1956.0
3970,0,6.0,1136780444.914917,1957.0
3971,0,6.0,362217090.626971,1957.0
3972,0,6.0,6347649691.43396,1958.0
3973,0,6.0,8837959453.135586,1958.0
3974,0,6.0,83413414.26705359,1959.0
3975,0,6.0,5274451902.3882885,1959.0
3976,0,6.0,414725755.6696733,1959.0
3977,0,6.0,447365426.38805354,1960.0
3978,0,6.0,95482370.06592533,1961.0
3979,0,6.0,414986901.8965635,1961.0
3980,0,6.0,393433528.416412,1962.0
3981,0,6.0,51479637.48982169,1962.0
3982,0,6.0,1165113274.0476527,1963.0
3983,0,6.0,48835125.34691028,1964.0
3984,0,6.0,22940793.18458738,1964.0
3985,0,6.0,119647344.77506948,1964.0
3986,0,6.0,63930550.807085045,1965.0
3987,0,6.0,20832291.489379022,1965.0
3988,0,6.0,162564232.90404156,1966.0
3989,0,6.0,65973461.992680214,1966.0
3990,0,6.0,4501606.254614601,1967.0
3991,0,6.0,21114247.54548939,1967.0
3992,0,6.0,13224523.99440371,1967.0
3993,0,6.0,598293319.5561135,1968.0
3994,0,6.0,458738916.56696546,1968.0
3995,0,6.0,866682156.8835455,1969.0
3996,0,6.0,2842031518.4037333,1970.0
3997,0,6.0,100979017.55891228,1970.0
3998,0,6.0,386331742.0776179,1971.0
3999,0,6.0,223325655.66471496,1971.0
4000,0,6.0,2007962305.834141,1972.0
4001,0,6.0,79200033.56634337,1973.0
4002,0,6.0,47936860.623957396,1973.0
4003,0,6.0,150281526.0176535,1973.0
4004,0,6.0,905543685.962494,1974.0
4005,0,6.0,1248394164.452832,1975.0
4006,0,6.0,852396204.1488143,1976.0
4007,0,6.0,596393507.3629965,1977.0
4008,0,6.0,2939700127.5441236,1978.0
4009,0,6.0,1547343370.2423515,1978.0
4010,0,6.0,29195323.7725757,1978.0
4011,0,6.0,503437555.2087828,1979.0
4012,0,6.0,269666070.1733825,1979.0
4013,0,6.0,219646351.4735064,1979.0
4014,0,6.0,1040299791.3255998,1980.0
4015,0,6.0,214689604.40312132,1980.0
4016,0,6.0,1364297888.4206722,1980.0
4017,0,6.0,13990866095.418444,1981.0
4018,0,6.0,4023396.886203577,1982.0
4019,0,6.0,2617655.325936752,1982.0
4020,0,6.0,253629.3276380791,1982.0
4021,0,6.0,184936.76198850665,1983.0
4022,0,6.0,25214.46607405273,1983.0
4023,0,6.0,66204689.51285721,1984.0
4024,0,6.0,5625591.143204594,1985.0
4025,0,6.0,12837070.420519859,1986.0
4026,0,6.0,4752479.676080052,1986.0
4027,0,6.0,305057114.0539091,1987.0
4028,0,6.0,522842227.7195279,1987.0
4029,0,6.0,983272131.6679939,1988.0
4030,0,6.0,74894900.67774832,1988.0
4031,0,6.0,741864670.8039882,1989.0
4032,0,6.0,408397897.0487246,1989.0
4033,0,6.0,754576654.3640916,1989.0
4034,0,6.0,3422607373.6333995,1990.0
4035,0,6.0,877915702.7916211,1991.0
4036,0,6.0,393652757.8949483,1992.0
4037,0,6.0,755074530.5442255,1993.0
4038,0,6.0,627794445.9356098,1994.0
4039,0,6.0,639710984.3022883,1995.0
4040,0,6.0,429043243.285788,1996.0
4041,0,6.0,293316060.42441994,1996.0
4042,0,6.0,177324371.80385736,1996.0
4043,0,6.0,602071.3070335385,1997.0
4044,0,6.0,20978.39133702558,1997.0
4045,0,6.0,2436878.1021332038,1997.0
4046,0,6.0,113538.84954280131,1998.0
4047,0,6.0,2655090.582747687,1999.0
4048,0,6.0,3634915.505571056,2000.0
4049,0,6.0,150075.32789438235,2000.0
4050,0,6.0,312791.9997986602,2000.0
4051,0,6.0,165793.9382811935,2001.0
4052,0,6.0,216188.88998782652,2001.0
4053,0,6.0,1263.555412568522,2001.0
4054,0,6.0,2024290.3157302332,2002.0
4055,0,6.0,757074.2601355098,2002.0
4056,0,6.0,1309040.9158425322,2002.0
4057,0,6.0,24770096.0221164,2003.0
4058,0,6.0,151513310.21062556,2003.0
4059,0,6.0,83296024.81256306,2003.0
4060,0,6.0,365288514.7669371,2004.0
4061,0,6.0,3024618413.082471,2004.0
4062,0,6.0,38046650.11939891,2005.0
4063,0,6.0,68742594.16072294,2005.0
4064,0,6.0,83725195.61138791,2006.0
4065,0,6.0,587538060.7112752,2006.0
4066,0,6.0,2855443173.588473,2006.0
4067,0,6.0,2095470679.955448,2007.0
4068,0,6.0,161075712.61654124,2008.0
4069,0,6.0,161105636.66861647,2008.0
4070,0,6.0,25485482.41964287,2009.0
4071,0,6.0,243919900.38991627,2009.0
4072,0,6.0,7417519.028892087,2010.0
4073,0,6.0,1016322.3488727591,2010.0
4074,0,6.0,124034584.01060683,2011.0
4075,0,6.0,2796904612.998683,2011.0
4076,0,6.0,90886070.60682443,2011.0
4077,0,6.0,45315276.698787205,2012.0
4078,0,6.0,179922527.63123754,2012.0
4079,0,6.0,1273001137.5195758,2013.0
4080,0,6.0,2932840603.970564,2013.0
4081,0,6.0,957277784.4947858,2013.0
4082,0,6.0,48660566.656613015,2014.0
4083,0,6.0,7121859.624907543,2014.0
4084,0,6.0,586179700.8093356,2015.0
4085,0,6.0,354633197.73595107,2015.0
4086,0,6.0,1474453449.0939498,2015.0
4087,0,6.0,46220045.652689755,2016.0
4088,0,6.0,8935672.795503927,2016.0
4089,0,6.0,14866129.528446669,2016.0
4090,0,6.0,1229932140.0825217,2017.0
4091,0,6.0,3606248281.1253185,2017.0
4092,0,6.0,732273406.4804361,2017.0
4093,0,6.0,7328719724.219088,2018.0
4094,0,6.0,10677714240.953493,2018.0
4095,0,6.0,89988635.14590295,2019.0
4096,0,6.0,27214098.26738711,2019.0
4097,0,6.0,77873098.92026913,2019.0
4098,0,6.0,57733246.73141595,2020.0
4099,0,6.0,159523341.5721458,2020.0
4100,0,6.0,10840110.078011105,2021.0
4101,0,6.0,34372968.89491485,2021.0
4102,0,6.0,136943477.9875943,2022.0
4103,0,6.0,174411266.85157943,2022.0
4104,0,6.0,13290702.966288146,2023.0
4105,0,6.0,148941209.06038016,2024.0
4106,0,6.0,116240442.69351447,2025.0
4107,0,6.0,3974185.693287623,2026.0
4108,0,6.0,36682004.42664128,2026.0
4109,0,6.0,9108549.458691418,2026.0
4110,0,6.0,125726532.4899844,2027.0
4111,0,6.0,275108867.46037465,2027.0
4112,0,6.0,536779114.4857785,2027.0
4113,0,6.0,36905804.304616846,2028.0
4114,0,6.0,480715321.88791645,2029.0
4115,0,6.0,512237742.7248829,2029.0
4116,0,6.0,64212865.2584196,2030.0
4117,0,6.0,180015137.93161374,2031.0
4118,0,6.0,59423341.89726256,2031.0
4119,0,6.0,176965446.70858037,2031.0
4120,0,6.0,154080558.0548371,2032.0
4121,0,6.0,66208345.46038193,2033.0
4122,0,6.0,2104382652.6469595,2034.0
4123,0,6.0,1497418705.8323963,2034.0
4124,0,6.0,360067247.5178721,2035.0
4125,0,6.0,32503689.57218165,2035.0
4126,0,6.0,1469743627.3203027,2035.0
4127,0,6.0,2428719.316061408,2036.0
4128,0,6.0,629395.2882063981,2036.0
4129,0,6.0,77883981.5138163,2037.0
4130,0,6.0,994970.7899192527,2037.0
4131,0,6.0,132652895.03005716,2037.0
4132,0,6.0,200362716.41746622,2038.0
4133,0,6.0,95485514.83366503,2038.0
4134,0,6.0,5671426.939827162,2039.0
4135,0,6.0,122047949.90446292,2039.0
4136,0,6.0,129017342.0119821,2040.0
4137,0,6.0,409792313.0192789,2040.0
4138,0,6.0,1082139.7160656769,2041.0
4139,0,6.0,15097001.879930848,2041.0
4140,0,6.0,2174865.5425340664,2041.0
4141,0,6.0,1755951581.4198582,2042.0
4142,0,6.0,451321565.4058998,2042.0
4143,0,6.0,224095371.52235204,2042.0
4144,0,6.0,2555889.688058272,2043.0
4145,0,6.0,10003182.209223162,2043.0
4146,0,6.0,3410639.7347377227,2043.0
4147,0,6.0,5175668753.089101,2044.0
